city,term,tweet
Charlotte,sriracha,"""@jazzie_22: On a scale from 1-Sriracha how attractive do you feel you are?""lol"
Charlotte,quinoa,"@WholeFoods: prepping my meals for the week. Spinach, quinoa, beans, etc. #vegan #organic #nongmo"
Charlotte,quinoa,Yum!! RT @AZestyBite: Rice and red quinoa chili casserole http://t.co/MFRdoHLZNY @azestybite
Charlotte,gluten-free,"We now carry Chapel Hill Toffee! All Natural, Gluten Free and Truly Delicious. Makes a great hostess… http://t.co/Of5iNOqkIE"
Charlotte,gluten-free,Just finished making dank lasagna - gluten free and organic ingredients &lt;3 @ Lib's Penthouse http://t.co/QKpqltxefj
Houston,kale,...and the kale. YUM!!!! @ passero casa http://t.co/uXkefdM3ll
Houston,kale,This #SaladExtraveganza is so good. Oh KALE YEA!!! Thanks for finding this SIRI. #Houston @ Salad… http://t.co/7xkUUjDegn
Houston,kale,"It's that time of year! Garden is full of many types of lettuce, mustard greens, pak choi, rainbow chard and kale. http://t.co/vFWMlahGU2"
Houston,kale,"Happy Monday!  Having a nouveau rich &amp; SWPL morning by drinking a ""kale yeah!"" Smoothie I could have… http://t.co/kUZ2slrFPI"
Houston,kale,"@SarahMHague I TAKE IT BACK, kale pics are 3 &amp; 4. This will always have my heart 💖 http://t.co/ifYuGzWeMb"
Houston,kale,@SarahMHague 😂😂😂😭 you're so beautiful. But I still hate kale
Houston,bacon,"I really really want hot wings, bacon cheese burger, fries and a Dr.Pepper 😩"
Houston,bacon,"@PLDandre call me iiill tesla cuz my flow is alternating, hash browns baking, yo girl is the bacon, ur home masturbatin', im eatin craisins"
Houston,bacon,"@ChrisBarnhart And when we say bacon we mean ""bacon"" @Peetweefish @LeonHWolf"
Houston,bacon,"Favorite moment of the holiday: Nugget was ready for #bacon, but was not happy about the wait.. @… http://t.co/lANJDG5OzX"
Houston,bacon,"Bacon, Eggs, &amp; Biscuits.. oh and CSI."
Houston,bacon,Having a midlife crisis right now because I just dropped the bacon
Houston,bacon,@emjospick bacon makes 99.2% of everything better.
Houston,bacon,Dude I want some bacon
Houston,bacon,"""@teeVillain: teeVillain's Daily Panic! / Infinite Bacon / DEC 1, 2014 http://t.co/rDLJEWZQRU""@MetalChickTasha after your earlier tweet"
Houston,bacon,ihop ☑️ chicken mozzarella bacon crepes with hot chocolate for winter in #houston #texas #iah @ IHOP http://t.co/3KuaQ2Nhka
Houston,bacon,a double bacon cheese burger
Houston,bacon,@Stick2TheSkript that shit is so good. Move over bacon.
Houston,bacon,"I ran almost two miles today, so a bacon and gruyere quesadilla is justified, right?"
Houston,bacon,Texas BBQ 1/2 pound Burger w/ Bacon Ranch Fries. #CarlsJr #nomnomnom #lunch @ Carl's Jr. http://t.co/ywxa7olARO
Houston,bacon,@michhh____ mayne say the shit look so poo. They ain't have nothing but bacon? Smh
Houston,bacon,She loves bacon cc: @diegoengel http://t.co/GcokzgJjnG
Houston,bacon,I'm a plain cake donut in a maple glazed bacon with Sour Patch Kids on top world.
Houston,bacon,I dont think this is legal.... mmmmmmm bacon #ilovebacon @ Walmart Alvin http://t.co/wP2TbSp3vN
Houston,bacon,Bacon solves everything
Houston,bacon,"Mmm , I smell bacon"
Houston,bacon,"“@prophetbrando: Happy birthday my brotha, salame eggs and bacon✊💯 @2jlew” ✊✊✊ thanks brother"
Houston,bacon,"""@theweeknd: all i ask for is bacon || xo"""
Houston,bacon,"@theburgernerd Swiss, peppered bacon, prosciutto burger with a stone mustard Thyme aioli and grilled onions. http://t.co/Klp4ntH0ez"
Houston,bacon,I want a bacon burger ❤️
Houston,bacon,"""@UberFacts: Lays sells chocolate covered potato chips."" @TruTXAngel I guess this is our NEXT try after we have no more bacon ice cream ;-)"
Houston,bacon,@FknMo bitches leave bacon stays
Houston,bacon,@FknMo bacon over bitches
Houston,bacon,all I do is upload pictures of bacon cheeseburgers
Houston,bacon,I might rename my team bacon beef
Houston,bacon,i want some pancakes and turkey bacon
Houston,bacon,I'm good with hashbrowns bacon &amp; toast
Houston,bacon,"I'm about to make some homemade hashbrowns, eggs &amp; bacon"
Houston,bacon,This maple bacon doughnut so real right now
Houston,bacon,I cannot be with a man who can't eat pounds and pounds of bacon with me lol
Houston,bacon,Lol I be Tryna fuck wit #oomf but the nigga keep showing me signs 😳 he don't eat bacon Yall! I CANT
Houston,bacon,bacon cheeseburger from pappa's bbq &gt;&gt; so good 😍👅
Houston,bacon,Any1 of u guys wanna play? Don't have aw so if any of u wanna hook me up with a license transfer  @Intellect_aT @Avicii_MLG @BSF_Bacon
Houston,bacon,"👱""Bacon Avocado Deviled Eggs...!!!"" 💛💙💜💚❤️👀#LayOffMeImStarving #FoodPorn http://t.co/EGsuJefCgl http://t.co/tYPbBPxNkt"
Houston,bacon,"Tre spoiled mane ""can you pick me up a bacon burger?"" 😒 but we got all that thanksgiving food at home smh"
Houston,bacon,Girls are bacon
Houston,bacon,"One bacon cheeseburger please! (@ Lefty's Lonestar Grill in Houston, TX) https://t.co/Jd6H28JTLr"
Houston,bacon,Lorena's casually feeding the cat bacon from her mouth like its a normal thing. Ok mom http://t.co/i0B6rxwmNZ
Houston,bacon,"Bacon and eggs. (@ Kroger in Houston, TX) https://t.co/8pgfdwaMkc"
Houston,bacon,You guys just don't understand how much I love bacon cx
Houston,bacon,"Nugget is ready for bacon, but is not happy about the wait.. @ Shadow Creek Ranch Pearland, TX http://t.co/lANJDG5OzX"
Houston,bacon,"Lankford's Cafe Grim Burger 😋
Mac &amp; Cheese | Jalapeño | Bacon | Fried Egg @ Lankford's Cafe http://t.co/JtHJxnD2pC"
Houston,bacon,"""@INK_KING3000: Looks good RT @CIY_Food: Bacon Fries http://t.co/Kta1WJzLAe""it does."
Houston,bacon,@Peetweefish @allanbourdius I learned some things about baking bacon much in the same fashion
Houston,bacon,“@__brittvny: Is it just me or does ham taste like bacon?” Lol they both come from pigs
Houston,bacon,@AIsTheReason but it kills my taste buds when I taste it 😂 how am I supposed to try your macaroni with mustard and bacon bits?
Houston,bacon,When Kenzie's mom says she's gonna save you bacon-wrapped water chestnuts 😍😩❤️ http://t.co/XeiH7vhdZn
Houston,bacon,@Kenzie_Miller_ imy2😍😩. Is your mom making those bacon things?😩😩😩😍😍😍
Houston,bacon,Anyone needing a place to spend thanksgiving: my mother is baking a maple bacon pumpkin pie
Houston,bacon,No bacon 😭😭😭😭 wtf
Houston,bacon,This old man about to whip me up a bacon egg and cheese sandwich...he probably my uncle or some
Houston,bacon,"I have homemade bread, cranberry brie, green bean bacon wraps, and caprese salad ready to go for tomorrow. When did I become an adult? #wine"
Houston,bacon,Annabel loves her bacon-scented ball. She won't let it out of her sight. http://t.co/uvNG7kYmRJ
Houston,bacon,Bacon CupCake @ItsFoodPorn 😂😍 http://t.co/2Rpjae6hcb
Houston,bacon,@nishachante__ @PHE_MrMiyagi neck bones 😕 what in the fuck lmao bacon good. Ion fuck wit intestines tho
Houston,bacon,The dog is driving me crazy with this bacon scented ball.
Houston,bacon,I want bacon
Houston,bacon,"pancakes, eggs &amp; Bacon 🍳"
Houston,bacon,Nvm im making bacon &amp; sausage
Houston,bacon,Im tired of bacon I think I want pan sausage
Houston,bacon,"So we got Bacon,Eggs, Grits, &amp; Biscuits !"
Houston,bacon,What do y'all think about macaroni with mustard and bacon bits?
Houston,bacon,Areola look like a Jr bacon patty 😩
Houston,bacon,“@AugieRunGood: Really? Looting @SUBWAY Sandwich store in Oakland?!?!? #SMH” - Have you seen bacon and avocado prices lately?
Houston,bacon,@Goodshirtscloth When are you making me the maple bacon 🍩 ? 👀🔪
Houston,bacon,@midget_mac2 you can come eat turkey at my house 😁 I'm wrapping it in bacon!
Houston,bacon,Bruh bacon Mac and cheese
Houston,bacon,@HoganPug our mommy is vegan and we eat vegan dinners every once in a while!  Beans and sweet potatoes beet bacon any day!
Houston,bacon,@ZachOliverNBA keep cookin that bacon
Houston,bacon,"Made this ham, bacon ranch pasta. It's tha 💣"
Houston,bacon,I really really like bacon
Houston,bacon,Baking bacon!
Houston,bacon,There's no food in this house. I'm starving . Literally surviving off bacon..... Wtf type shit
Houston,bacon,“@iLIIVE_: Theres no reason why you should be eating a donut with bacon on it” don't throw subs 😒
Houston,bacon,@RiojaRestaurant fuck bacon bro. I don't eat pork.
Houston,bacon,"This what my pussy taste like RT""@ItsFoodPorn: Cheddar Bacon Stuffed Pretzel Buns http://t.co/QTjswHOxM2"""
Houston,bacon,"“@LovelleJames: idk how i feel about this

“@DIYcookery: Donut bacon egg burger 😍 http://t.co/BrwttgBod7”” = 💔💔💔💔💔💔💔😁#heartattack"
Houston,bacon,"I'm making smoked gruyere and bacon mac n' cheese and apple cobbler (both gluten-free) for Thanksgiving. Lord, save me and my arteries."
Houston,bacon,"""@DIYcookery: Bacon advocado grilled cheese http://t.co/zw7jElO1yA"" @OGperales try making this!"
Houston,bacon,"11/24 catch: Chilean Sea Bass, sautéed hericot vert &amp; sage polenta cakes w/ a butternut-bacon sauce @… http://t.co/dw8UHjUI3J"
Houston,bacon,My babies love bacon. So cute!! @ Casa Blancett http://t.co/62jhC03LfJ
Houston,bacon,@mara_bacon_ lol no fucks given
Houston,tofu,But why does my wonton soup have more tofu than wontons????????
Houston,tofu,Ma Po Tofu!! One of my favorite Chinese food dishes growing up. #chinesefood @ Little Shanghai http://t.co/4tvmWGbMTu
Houston,tofu,At least I get Pipa tofu
Houston,tofu,"This Ma Po Tofu had a black, spicy sauce with mushrooms, lotus root(?), shrimp &amp; pork. It was perfect!"
Houston,tofu,"Nothing better than Ma Po Tofu after a workout on a cold, Fall evening"
Houston,tofu,@LeonHWolf The tofu industry does amazing things @SaintRPh
Houston,chicken and waffles,Roscoes chicken and waffles sounds soooooo good rn
Houston,chicken and waffles,"Fried chicken and waffles (@ The Breakfast Klub - @thebreakfasklub in Houston, TX) https://t.co/deNaus4zuM"
Houston,tacos,These chicken tacos 😋
Houston,tacos,"""@g0ds__gift: Ima fade jack in the box 🍔🍟🍷🍪 and bring my sister some tacos"" thanks brother you so clutch ✊"
Houston,tacos,My mom makes some bomb ass tacos 😍
Houston,tacos,"I washed dishes, cleaned the kitchen, vacuumed the living room, bought groceries, and makin tacos tonight. Feelin real wife-y."
Houston,tacos,I'm so tired of eating tacos omfg
Houston,tacos,"Hello. My name is MJ. I'm addicted to yoga, micheladas and tacos. 👍"
Houston,tacos,@AzziePie being a mexican its not all about tacos and tequila
Houston,tacos,Ebony brought me some tacos to work yesterday
Houston,tacos,@ThatGuyStretch lol let's stick to our tacos lol
Houston,tacos,I want some doritos loco tacos. Fuck
Houston,tacos,“@TexasHumor: Having a bad day? Just think about tacos. Problem solved.” @tacobell 🙌👅
Houston,tacos,But my dad bought me tacos. What do I do? 😔
Houston,tacos,Chik fil a breakfeast or stripes tacos???
Houston,tacos,Stripes tacos sound to good right now
Houston,tacos,Good Morning Worlddd! Time to kick off the new week the right way....With some breakfast tacos !
Houston,tacos,@ewitslinda I'm eating turkey tacos lmfao
Houston,tacos,I want tacos but not then tiny Tim ones. Lol
Houston,tacos,"""@therealannaluna: @phoquesam y u get no tacos""cos it ain't real."
Houston,tacos,Este wey I buy u tacos and tortas 😂😂
Houston,tacos,“@TexasHumor: Can you believe that there are actually people on this planet who don't like tacos?” Can u believe @TatiTaughtYou
Houston,tacos,#1800s &amp; #tacos ☝deep @ Chacho's Mexican Restaurant http://t.co/Z2SGlN5e2h
Houston,tacos,things were awkward tacos
Houston,tacos,I'm at Torchy's Tacos - @torchytaco in TX https://t.co/P1qc5JyhDw
Houston,tacos,Everybody think we crazy cuz we eat tacos with fries 😂
Houston,tacos,Tacos Tonight 😋😋
Houston,tacos,“@C0C0_CAMILLE: Take my fucking order jack in the box. Taking too damn long.” Tacos? 😂😂
Houston,tacos,Ok time to get some tacos.
Houston,tacos,@ThatOneGirlK 4 tacos and a 12 pack of coronas
Houston,tacos,Free slushies free tacos 😏😌
Houston,tacos,"Tacos (@ Tacos El Tepache in Houston, TX) https://t.co/T2nvSpYEXO"
Houston,tacos,Happy Sunday Funday!!! last night Tumba La Casa let me have it! let's all have some micheladas at Bayou and $1 tacos to recover 😂
Houston,tacos,Momma's breakfast tacos 🙌🙌🙌🙌 http://t.co/I5eyEw6c8f
Houston,tacos,A burritos and 5 tacos.... Yeah I can barely eat a damn quesadilla.
Houston,tacos,Breakfast tacos are life
Houston,tacos,"Breakfast tacos before the game. (@ Brothers Tacos in Houston, TX) https://t.co/85onSbdLO4"
Houston,tacos,I think tacos taste way better at 4:20am
Houston,tacos,Tacos on top of tacos!
Houston,tacos,"“@TheeGreekGod: Latinas be like 

""TACOS OVER VATOS""” Ratchet bitch trying to fuck my ex's said this 😷"
Houston,tacos,@kevinlu55328953 I want jack tacos tbh 😎
Houston,tacos,I want tacos
Houston,tacos,Who tf eats chips tacos and cereal simultaneously 😷
Houston,tacos,Bae got me TACOS 😍😍😍😍
Houston,tacos,"""@MissNomer_: I wish I was full of tacos instead of emotions."" Mmm tacos."
Houston,tacos,Love me like I love Torchy's Tacos
Houston,tacos,I'm at Tacasita Mex-Mex Tacos To Go https://t.co/vOd4beITnj
Houston,tacos,jack in the box tacos are good if you don't look at them
Houston,tacos,Life-changing barbacoa from Tacos Tierra Caliente. @ West Alabama Ice House http://t.co/JtLbqp0zzB
Houston,tacos,@AmberRissa_ go get me some tacos
Houston,tacos,"Country music countdown on TV, breakfast tacos and coffee. #ahh #perfectmorning  🎶😊"
Houston,tacos,mmm tacos today yay 😋
Houston,tacos,buy me street tacos so i know its real
Houston,tacos,Breakfast tacos time
Houston,tacos,Getting woken up close to 3 o'clock in the morning just to go eat some tacos at a taco stand w/Roland of course I'm going we're hungry 😂🚼
Houston,tacos,I want tacos or a burrito!!!!!!!! Or pizza!!
Houston,tacos,These tacos are hitting the spot rn omg
Houston,tacos,"y'all, i don't even think i took a breath while eating them tacos. they were too good. 😹 #torchys"
Houston,tacos,they're taking forever to bring me my food. im ready to demolish these tacos!
Houston,tacos,"mmmm, about to get some of Torchy's Tacos😋."
Houston,tacos,"I'm at Torchy's Tacos - @torchytaco in Katy, TX https://t.co/6TXDfQ3QFV http://t.co/CBBbzmPsq3"
Houston,tacos,"23 minutes and counting for 2 tacos, chips and queso at @TorchyTaco #why #notthatbusy #51 http://t.co/74oETJnFfi"
Houston,tacos,"BEST. TACOS. EVER!
#torchys #tacos #damngood @ Torchy's Tacos http://t.co/kpkqcPHNnp"
Houston,tacos,The Last Houston Supper #eatingfortheinsta with @laurenfrankoff @ Torchy's Tacos - Rice Village http://t.co/WZEGmoJeqW
Houston,tacos,"Best meal ever. #Nachos and 5 #tacos for $9! If you are in #Houston, hit up #LoneStarTacoCo! @ Lone… http://t.co/G5eliiBpC2"
Houston,tacos,@JheneAiko do u like tacos?
Houston,tacos,yay IMA get tacos
Houston,tacos,#damngood #torcheystacos #trailorparktrashy @ Torchey's Tacos http://t.co/tBCh4TwO23
Houston,tacos,Dad came in clutch bringing home some Taco City tacos 🙌
Houston,tacos,"I've been playing dominos eating tacos, and Listining to Mexican music for the past couple of hours, very bored"
Houston,tacos,"Rn I thanked my mom &amp; she goes ""for what"" and I say ""oh idk just LIFE. And these badass tacos"" 😂😂😂😂"
Houston,tacos,My grandmas tacos are A1😍👌
Houston,tacos,Taco Truck tacos today
Houston,tacos,Oshi's grandma making me tacos! She's loves me lol
Houston,tacos,Wanna take someone down to the lake and get on a lil boat &amp; eat tacos. Ya that'd make me happy😌
Houston,tacos,"Just say no. RT @BuzzFeed: PST: Pumpkin Spice Tacos
http://t.co/Qcd3DZN5nL http://t.co/RHXblz2B1L”"
Houston,tacos,"“@BuzzFeed: PST: Pumpkin Spice Tacos
http://t.co/DNi1oGuPGO http://t.co/XdNOHIGU0g”😷😴"
Houston,tacos,@__Emily94__ @o2l_tacos_13 leave my little sister alone lol
Houston,tacos,@o2l_tacos_13 @__Emily94__ why don't Yall squab
Houston,tacos,Noooooooo!  Breakfast tacos road trip was an epic fail. Sorry CowPuppy😔 http://t.co/4QCotQTtH6
Houston,tacos,Road trip to get breakfast tacos. # Happy Thanksgiving to Cow puppy http://t.co/RjrOILMWww
Houston,tacos,"@mattwright__ based on @spenceke’s turkey and cranberry sauce tacos, I posit that any meal can be wrapped in a tortilla and be delicious"
Houston,tacos,I wanted tacos this morning and I'm stuck at Shipleys 😒 my mom ALWAYS gets what she wants 😑
Houston,tacos,Wild West tacos make the world go round
Houston,tacos,"Zamaan just ordered a jacks spicy chicken, cheese sticks, 2 tacos, mini churros, and cheesecake from jack in the box."
Houston,tacos,Eating at this time😕 But I was craving tacos
Houston,tacos,Post workout... &amp; tacos😜 http://t.co/AW72hHe1sS
Houston,tacos,"Only ate two tacos today, haven't even got a break today my feet are killing me ughhhh! 😫😫😫😫"
Houston,tacos,me and babe craving tacos
Houston,tacos,"Thinking of you @jerranalley. (@ Torchy's Tacos - @torchytaco in Katy, TX) https://t.co/4uvW7d1DZE"
Houston,tacos,"My kind of thanksgiving meal (@ Torchy's Tacos - @torchytaco in Houston, TX) https://t.co/yi7kBXuYgo"
Houston,tacos,Lunch break! Trying out their new Rolled Chicken Tacos and a Mountain Dew's new Sangria... https://t.co/xAv787T7RQ http://t.co/ucTnMGSdHF
Houston,tacos,I like my girls BBW. @ Torchy's Tacos - Rice Village http://t.co/eVZi1xkMZM
Houston,tacos,tacos and queso and margs and texas @ Torchy's Tacos - Vintage Park http://t.co/RAEmzRBse0
Houston,tacos,I'm at Torchy's Tacos - @torchytaco in TX https://t.co/fO6q8BBWtu
Houston,tacos,Want sum tacos
Houston,tacos,"@BryantTheRager @snailmusic ""no I'm not sneaking in tacos I'm just fat"""
Houston,tacos,Honestly I might just get @snailmusic a gift card to TacoBell instead of buying a ton of tacos and not being able to bring them in
Houston,tacos,@BryantTheRager @snailmusic I hope they let us bring the tacos in....
Houston,tacos,@snailmusic apparently it takes tacos to meet you so I will buy the whole assortment of tacos from Taco Bell for tonight if I can meet you
Houston,tacos,"Found a new taco spot on the east end, Villa Arcos. Getting lunch, I need to try their breakfast tacos soon. All under $2.50. #HTX"
Houston,tacos,Bobs Tacos... Ohh how I've missed you
Houston,food truck,I'm Finna go hit this food truck up
Houston,food truck,Met a lady at a food truck who worked two jobs her whole life to provide for her 6 children after her husband was deported 16 years ago.
Houston,food truck,@GodIsMyTop aka you unplugged s food truck 😂😂😂😂😂
Houston,food truck,Food Truck Friday: D'Lish Curbside Bistro: Craving comfort food? Follow D'Lish Curbside Bistro.       http://t.co/i2WmCb8aK4
Houston,food truck,"I quit college guys, I want a pot brownie bakery food truck. “@CNN: http://t.co/O0mFb7Nn8I http://t.co/2pTLEYPDVx”"
Houston,food truck,"Food truck adventures! #EaDo #Houston (@ Houston Food Park - @houfoodpark in Houston, TX) https://t.co/5eX3BwnOGs http://t.co/yYtQYhj8gF"
Houston,dumplings,CHICKEN AND DUMPLINGS IS THE WAY TO MY HEART FR
Houston,dumplings,"Fresh, Fried Dumplings. #Houston #Foodie #Dinner http://t.co/zV6Sw2r8FB"
Houston,dumplings,"Fresh, Fried Dumplings. #Houston #Foodie #Dinner http://t.co/bCakpkRsrL"
Houston,dumplings,I came home to chicken and dumplings. Life is good lol
Houston,dumplings,Self-made dumplings. 😛😍 #litely #thanksgiving #chinese #party @ Camden Vanderbilt http://t.co/hQDptjSPtm
Houston,dumplings,Tapioca and dumplings at ice valley yuss!! 🙌🙌
Houston,sriracha,My aesthetic: sriracha on chicken fried chicken (2014). http://t.co/hgNpVbKsi5
Houston,sriracha,@OneFineJay I also found out that I had 3 bottles of Sriracha so I may need to rethink some life choices @phelony_jones @MetricButtload
Houston,sriracha,Cleaning out my pantry and I just hit the white girl lottery-3 bottles of Sriracha and 3 jars of Nutella
Houston,sriracha,ADAM JUST TOLD ME HE WANTS TO LICK SRIRACHA OUT OF A GIRL'S BELLY BUTTON WTF
Houston,sriracha,"This is Sriracha. Nothing else is Sriracha. Do not be deceived by products claiming to be ""Sriracha-flavored."" http://t.co/Arq2Y2HyqM"
Houston,sriracha,Thinking about injecting the bird with butter and sriracha #HappyThanksgiving #srirachagoeswitheverything #vietnamesethanksgiving
Houston,sriracha,peed on the side of the road for Greg Abbott and copped that sriracha burger from jack in the box with d. it wasn't even spicy tho.
Houston,quinoa,"Protein packed! Quinoa, Turkey Meatballs, Marinated Beets, Spinach and Cucumber. #food #cleaneating… http://t.co/VUe3mtvTxr"
Houston,quinoa,Post work out Quinoa con Ground Turkey con garlic and herb spaghetti sauce. #PhitPham #TwerkSumn @… http://t.co/J9wt51iLgM
Houston,quinoa,Got my  SIDE OF QUINOA  from the @ZoesKitchen mobile app!
Houston,gluten-free,"I'm making smoked gruyere and bacon mac n' cheese and apple cobbler (both gluten-free) for Thanksgiving. Lord, save me and my arteries."
Los Angeles,kale,"Today we harvested rainbow chard and baby kale to prepare a menu of vegetarian tacos, guacamole &amp;… http://t.co/IEVe6McJOb"
Los Angeles,kale,Really? I'm really craving #pepperoni so I'll have #kale chips instead #notsomuch #yuck actually maybe… http://t.co/P4WFZAk1Yi
Los Angeles,kale,@smmuntifering @magdonnelly kale chips FTW
Los Angeles,kale,Monday December 1 kale papaya salad romaine kale grilled chicken feta almonds fresh papaya vinaigrette drs and drink
Los Angeles,kale,@Dogfather47 I could burn all of your books and force you to live off of kale and listen to country all day
Los Angeles,kale,I'm Bob and I like kale -jimmy pesto
Los Angeles,kale,"You know you live in LA when your diet comprises of kale, quinoa, brussel sprouts and cauliflower… http://t.co/x6g1oEnDha"
Los Angeles,kale,Im making a sweet potato and kale pizza. What's this world coming to?????
Los Angeles,kale,Does Gale like kale? @ The Grove http://t.co/Gbr4EzTx6S
Los Angeles,kale,Actually craving kale and quinoa and protein and all that good stuff 😍
Los Angeles,kale,Salad daze revisited. #salad #saladdays #saladdaze #revisited #always #kale #spinach #broccoli… http://t.co/SGEovTWecv
Los Angeles,kale,I spotted Purple Kale at Tomorrowland Terrace! @disneyland http://t.co/zyorLyvun7 http://t.co/f24PUuyTcB
Los Angeles,kale,"Quinoa salad with kale, carrot, purple and green  cabbage.. #Organic #Over40 #plantbasednutrition… http://t.co/K533UQY1iK"
Los Angeles,kale,It really has been a food day...#macandcheese #bites #kale #spinach #fontina #dip #snacks _thelittle1_… http://t.co/B3S7YJjh5T
Los Angeles,kale,@meowitskalieee aw I miss you bb kale 😖😘
Los Angeles,kale,Saturday Morning Desk Essentials  wellness shot and #kale  #wfmfairfax #love #teamwfm #werk #realness… http://t.co/fb48mRSWTO
Los Angeles,kale,Kale  soup at the  federal bar 👌 @ The Federal Bar http://t.co/20wZjBVISw
Los Angeles,kale,2Day's Lunch;My Brazilian Beets Salad/Salmon al Jalapeños Pesto/Farro with Kale Pesto/Grilled… http://t.co/ATJXa5fCnL
Los Angeles,kale,Quick Potato + Kale Tacos &amp; Homemade Green Sauce ❤️ Yummy Mexican Thanksgiving Brunch… http://t.co/wZ4SFfrmc9
Los Angeles,kale,“@ArianaGrande: also thankful for this photo that jones just texted me ...... and kale http://t.co/ZqYl7ojKR4” @LYNNGVNN
Los Angeles,kale,kale in hand | grateful heart | a good year🍂 #happythanksgiving @ A Modern Maverick http://t.co/Fr4dRE4c0Y
Los Angeles,kale,So thankful for this girl http://t.co/PyRvoG7HsO
Los Angeles,kale,Goodnight mommy http://t.co/tHWtztxoip
Los Angeles,kale,How is there not a kale and kombucha cleanse popularized by the kardashians?
Los Angeles,kale,"Seitan, soba &amp; kale. Organic vegan food before Turkey day! (at @RealFoodDaily) https://t.co/kqlHrWYK6s http://t.co/WpcgjkqE57"
Los Angeles,kale,Ricotta Gnudi: dumpling with foraged mushrooms and kale. Holysh*t! Thus is so delicious I can't stand… http://t.co/EjMWcm6Cq2
Los Angeles,kale,"West Hollywood Salad: Kale, spinach, garbanzo beans, sunflower seeds, florets, lemon vinegar and… http://t.co/WCkALD7QBh"
Los Angeles,kale,@tgtrojan @KariVanHorn @ABC7Phillip @ericsgeller Stuffed with Kale though
Los Angeles,kale,#Paleo #leftover #lunch with @GCohenFitFood #homemade #turkeyloaf #tomatoes #spinach #kale #ghee #itsalifestyle http://t.co/GQz42CyYxA
Los Angeles,kale,"Casual fall day sippin' on this green beauty 🍂🍁 (kale, cucumber, pear, avo &amp; h20)👌Happy Wednesday… http://t.co/RU1ZmvnKCS"
Los Angeles,kale,"Giovanni says breakfast is served, from the garden. Kale, green grapes, cantaloupe, strawberry,… http://t.co/5gHLzT6ASc"
Los Angeles,kale,"pan sautéed trenne pasta with braised prime rib, tuscan black kale, &amp; shaved parmigiano reggiano @… http://t.co/AcYWMbC2UD"
Los Angeles,kale,Daune swears that the kale here will change my life. We'll see... (@ Tortilla Republic - @ilovetrweho) https://t.co/6VHQ4W6pMr
Los Angeles,kale,"Nothing wrong with having a #kale salad, #cheese plate &amp; #redwine for dinner on a Tuesday! #foodporn… http://t.co/nED0QUwJr7"
Los Angeles,kale,Quicky dinner meal last night w/@GCohenFitFood #almondflour #baked #chicken with #broccoli #cauliflower #kale #ghee http://t.co/7exnTnvve3
Los Angeles,kale,@mamadotrat @yungleann I dropped out of Bard 4 Kale Law School but I'm transferring 2 Yung so I can major in Gatorade is that ok
Los Angeles,kale,Mean Green and an Ultimate Burrito! #kale #cucumber #celery #apple #lime #ginger #parsley #tortilla… http://t.co/8hZlpB2pib
Los Angeles,kale,"#TGPAS SPECIALS: Olive Oil Poached Tuna Belly Salad, Kale, Gold &amp; Red Beets, Valentine Radishes,… http://t.co/JOOAv9avhL"
Los Angeles,kale,Kale+Butternut Squash Salad Recipe  http://t.co/QNldLogQ0I
Los Angeles,kale,“@lakelynbagge: a kale-ribbean breeze from jamba sounds bomb rn” 😩🙌 yes
Los Angeles,kale,#Monday #Skin Tip: Find out how to make your own rejuvenating #kale mist on the #DrLinSkincare #blog:… http://t.co/a9wIiWuWBd
Los Angeles,kale,"Sunday DinDin Time- Rib Eye's w/cracked pepper &amp; w/o; shrimp, chicken &amp; kale stir fry (me) with baked… http://t.co/vwS7I7TvMm"
Los Angeles,kale,"#TGHollywood - Soy braised top sirloin beef bowl, pickled vegetables, California brown rice, kale,… http://t.co/bxaK9GRchY"
Los Angeles,bacon,"Ducks dollars well spent! Chili cheese wonton dog, tempura fried California roll &amp; bacon wrapped… http://t.co/3KetzWxVuk"
Los Angeles,bacon,"“@jhm8806: @ulquorra35 @Mrs2620 @J_Houn12 @Bacon_Bisquits  http://t.co/caP3QdjJNg""” humbling coming soon enough bruh"
Los Angeles,bacon,For real that Western Bacon Cheeseburger from carl's is the fucken best
Los Angeles,bacon,This peanut butter &amp; jelly bacon egg burger is unreal 😲🍔🍺🐷🐖 #MuncheeseBurger @ Muncheese Burger http://t.co/1ln7NVxhA2
Los Angeles,bacon,Double bacon cheeseburger with avocado ...
Los Angeles,bacon,Bacon Mac and cheese at Bourbon Street Fullerton. Part of their new menu. #foodporn  #foodphotography… http://t.co/w0R7IY3psW
Los Angeles,bacon,Bacon wrap hot dogs for dinner!
Los Angeles,bacon,Aj made me wanna make myself a bacon cheeseburger 😴
Los Angeles,bacon,"#happyhour 3 pm - 6 pm
Fish Tacos - $2.50 
Bacon Cheddar Fries - $5
Pulled Pork Grilled Cheese $6
$1 off #draftbeer and our house #wine"
Los Angeles,bacon,Pumpkin who?? Bacon Bourbon Apples are baaack ☺️ and of course they go perfectly well with our… http://t.co/vxPApdoJX8
Los Angeles,bacon,"First time eating Cronuts -maple and bacon,
Strawberry, and fruit loops from @cadonuts in K-Town.… http://t.co/TBFkPBmHWk"
Los Angeles,bacon,@CREOLLAS yea and CUTAH and Bacon.
Los Angeles,bacon,My intake of bacon has significantly increased this month
Los Angeles,bacon,One chance is all I ask for
